target_id	length	eff_length	est_counts	tpm
FBtr0335280	740	562.383	0	0
FBtr0077120	1711	1533.38	195.362	19.8764
FBtr0081676	887	709.383	0	0
FBtr0076639	2093	1915.38	1	0.0814502
FBtr0079280	1148	970.383	0	0
FBtr0304827	5797	5619.38	0	0
FBtr0433494	6405	6227.38	0.000102942	2.57889e-06
FBtr0333832	6581	6403.38	6.16715	0.150253
FBtr0433497	5654	5476.38	0	0
FBtr0333833	6118	5940.38	18.3896	0.482953
FBtr0433496	5848	5670.38	0	0
FBtr0304826	8410	8232.38	0	0
FBtr0433495	8302	8124.38	0.000845139	1.62288e-05
FBtr0433493	8251	8073.38	3.07383	0.0593981
FBtr0300808	2019	1841.38	0	0
FBtr0300809	4061	3883.38	0	0
FBtr0301700	4064	3886.38	0	0
FBtr0072287	5108	4930.38	927	29.3323
FBtr0343633	2816	2638.38	135.447	8.00899
FBtr0074281	2640	2462.38	1186.87	75.1962
FBtr0343632	2730	2552.38	69.412	4.24264
FBtr0074279	3898	3720.38	974.032	40.8444
FBtr0074280	3895	3717.38	54.238	2.27622
FBtr0072238	1035	857.383	0	0
FBtr0308073	1317	1139.38	13.1269	1.79738
FBtr0082360	764	586.383	298.708	79.4718
FBtr0082361	1024	846.383	6.16488	1.13633
FBtr0079938	1428	1250.38	21	2.62014
FBtr0077227	1279	1101.38	612.845	86.8079
FBtr0091702	1278	1100.38	11.1554	1.58157
FBtr0074882	2425	2247.38	281.883	19.5676
FBtr0332153	3588	3410.38	58.648	2.68286
FBtr0310476	2042	1864.38	115.925	9.70041
FBtr0100666	2416	2238.38	73.3364	5.11131
FBtr0332726	2033	1855.38	22.2079	1.86733
FBtr0080287	1089	911.383	100.985	17.2864
FBtr0309307	5887	5709.38	0	0
FBtr0300898	5037	4859.38	0	0
FBtr0080024	1050	872.383	39.1898	7.0083
FBtr0077389	2263	2085.38	1272	95.1588
FBtr0290204	1958	1780.38	0	0
FBtr0086689	848	670.383	86.9818	20.242
FBtr0306636	1574	1396.38	127.849	14.2836
FBtr0086687	1472	1294.38	211.465	25.4873
FBtr0086690	2195	2017.38	0	0
FBtr0086686	1532	1354.38	0	0
FBtr0340359	2225	2047.38	35.7298	2.72257
FBtr0301148	981	803.383	405.803	78.8024
FBtr0086684	908	730.383	0	0
FBtr0306637	2237	2059.38	0.0177221	0.00134253
FBtr0301149	1514	1336.38	9.15437	1.06867
FBtr0086600	1106	928.383	14.1016	2.36967
FBtr0331978	1118	940.383	132.898	22.0477
FBtr0078769	621	443.383	12820	4510.83
FBtr0070712	1878	1700.38	9	0.82574
FBtr0343263	1108	930.383	0	0
FBtr0343264	928	750.383	0	0
FBtr0072024	920	742.383	0	0
FBtr0113111	979	801.383	0	0
FBtr0333452	4664	4486.38	10.624	0.369435
FBtr0333450	3996	3818.38	6.37602	0.260506
FBtr0333451	4043	3865.38	7.70844e-07	3.11115e-08
FBtr0300831	4092	3914.38	0	0
FBtr0076303	1640	1462.38	50.5192	5.38944
FBtr0076302	1655	1477.38	0.035648	0.00376435
FBtr0076301	2049	1871.38	546.445	45.5545
FBtr0077098	1123	945.383	544.638	89.8768
FBtr0070552	1047	869.383	0	0
FBtr0075818	1346	1168.38	209	27.9067
FBtr0088789	1908	1730.38	53	4.77839
FBtr0304960	503	325.383	0	0
FBtr0075249	843	665.383	0	0
FBtr0084104	1804	1626.38	2312	221.775
FBtr0336911	2177	1999.38	106.72	8.32719
FBtr0088974	1597	1419.38	225.238	24.7565
FBtr0100360	4963	4785.38	0	0
FBtr0110880	2920	2742.38	0	0
FBtr0334105	2225	2047.38	0	0
FBtr0301185	2946	2768.38	0	0
FBtr0110881	4262	4084.38	97	3.70504
FBtr0336928	1138	960.383	0	0
FBtr0072107	995	817.383	0	0
FBtr0085786	2956	2778.38	272.19	15.2837
FBtr0085785	3082	2904.38	0	0
FBtr0334549	2894	2716.38	26.8099	1.53976
FBtr0334550	3020	2842.38	0	0
FBtr0340191	4545	4367.38	2.52211e-06	9.00927e-08
FBtr0073848	4477	4299.38	1884	68.3632
FBtr0078387	3371	3193.38	204.56	9.99351
FBtr0087487	2027	1849.38	193	16.2809
FBtr0083735	2688	2510.38	0	0
FBtr0332539	2448	2270.38	0	0
FBtr0077790	977	799.383	0	0
FBtr0331440	941	763.383	0	0
FBtr0331439	971	793.383	0	0
FBtr0082634	1746	1568.38	191	18.9989
FBtr0079612	1320	1142.38	42	5.73568
FBtr0087980	1799	1621.38	0	0
FBtr0087979	1558	1380.38	0	0
FBtr0072044	1063	885.383	0	0
FBtr0343206	1072	894.383	0	0
FBtr0072043	1160	982.383	0	0
FBtr0075225	1132	954.383	1	0.163465
FBtr0112489	446	268.41	16	9.29969
FBtr0339263	740	562.383	0	0
FBtr0301018	2276	2098.38	25	1.85867
FBtr0302526	640	462.383	12.4093	4.1869
FBtr0100009	3280	3102.38	99	4.97837
FBtr0089901	2338	2160.38	0	0
FBtr0089902	1803	1625.38	0	0
FBtr0300562	2617	2439.38	114.159	7.30089
FBtr0089900	2125	1947.38	0	0
FBtr0089904	2355	2177.38	0	0
FBtr0301521	2467	2289.38	0	0
FBtr0089905	2568	2390.38	61.8414	4.03608
FBtr0345390	5214	5036.38	12.4972	0.387117
FBtr0331425	3556	3378.38	101.347	4.68006
FBtr0332155	4408	4230.38	39.1552	1.44397
FBtr0075014	3541	3363.38	0.000144049	6.68161e-06
FBtr0078874	603	425.383	0	0
FBtr0083452	2975	2797.38	258.944	14.4412
FBtr0302317	2262	2084.38	304.056	22.7574
FBtr0333248	2543	2365.38	0	0
FBtr0114524	2411	2233.38	2	0.139706
FBtr0273385	6171	5993.38	56.2324	1.46373
FBtr0339307	6637	6459.38	52.0559	1.25726
FBtr0273384	6439	6261.38	216.712	5.39958
FBtr0082117	3807	3629.38	139.544	5.99828
FBtr0082116	6303	6125.38	88.3446	2.25006
FBtr0082118	4671	4493.38	133.111	4.62156
FBtr0085011	1569	1391.38	0	0
FBtr0081174	4145	3967.38	0	0
FBtr0081175	3934	3756.38	0	0
FBtr0303241	4041	3863.38	42.5558	1.71846
FBtr0081176	3893	3715.38	0	0
FBtr0305129	2997	2819.38	203.672	11.27
FBtr0339156	2994	2816.38	46.3279	2.56625
FBtr0339157	2988	2810.38	0	0
FBtr0071784	2049	1871.38	0	0
FBtr0071785	1989	1811.38	799	68.8151
FBtr0089148	3050	2872.38	46.4252	2.5215
FBtr0089147	2773	2595.38	5.41706e-07	3.25619e-08
FBtr0089150	2762	2584.38	0	0
FBtr0089146	2709	2531.38	12.3803	0.762995
FBtr0308247	2614	2436.38	708.098	45.3415
FBtr0089149	2840	2662.38	41.0961	2.40812
FBtr0302559	2531	2353.38	0	0
FBtr0346506	2597	2419.38	0	0
FBtr0302190	3048	2870.38	24.5798	1.33594
FBtr0086145	3054	2876.38	187.42	10.1652
FBtr0306281	375	197.41	0	0
FBtr0306280	392	214.41	0	0
FBtr0306258	4812	4634.38	42.5173	1.43127
FBtr0073119	3828	3650.38	1573.91	67.265
FBtr0073120	4106	3928.38	926.261	36.7847
FBtr0073118	4763	4585.38	1867.04	63.5223
FBtr0337055	3442	3264.38	278.224	13.2966
FBtr0333895	3491	3313.38	1361.53	64.1069
FBtr0337056	4046	3868.38	443.509	17.8863
FBtr0077442	1411	1233.38	52	6.57738
FBtr0076018	1266	1088.38	19.2681	2.76188
FBtr0076017	963	785.383	43.7319	8.68689
FBtr0339781	3357	3179.38	0	0
FBtr0070778	3093	2915.38	0	0
FBtr0344824	2804	2626.38	0	0
FBtr0345292	830	652.383	102.614	24.5386
FBtr0070983	837	659.383	77.9016	18.4313
FBtr0070982	1100	922.383	7.48223	1.26551
FBtr0070981	941	763.383	427.231	87.3108
FBtr0070980	854	676.383	22504.8	5190.74
FBtr0307300	2919	2741.38	222.63	12.6696
FBtr0113024	3030	2852.38	27.2292	1.48928
FBtr0332600	2913	2735.38	0	0
FBtr0083414	2815	2637.38	328.439	19.428
FBtr0337043	3789	3611.38	3.56099	0.153831
FBtr0077516	1338	1160.38	0	0
FBtr0112524	1274	1096.38	15	2.1344
FBtr0089233	3691	3513.38	67.2122	2.98449
FBtr0334626	3376	3198.38	23.6252	1.15237
FBtr0310651	3526	3348.38	72.1438	3.36133
FBtr0089229	3501	3323.38	532.019	24.9743
FBtr0082920	981	803.383	0	0
FBtr0077386	1734	1556.38	209.114	20.9611
FBtr0071106	2301	2123.38	0	0
FBtr0070937	2201	2023.38	1074.27	82.8293
FBtr0070938	2487	2309.38	1480.73	100.029
FBtr0070397	1267	1089.38	9	1.28887
FBtr0074346	819	641.383	0	0
FBtr0071471	1606	1428.38	0	0
FBtr0330316	1609	1431.38	0	0
FBtr0074918	1253	1075.38	111	16.103
FBtr0072124	2163	1985.38	281	22.0805
FBtr0071683	1189	1011.38	470	72.4986
FBtr0077403	1061	883.383	0	0
FBtr0113021	1089	911.383	0	0
FBtr0077402	1231	1053.38	0	0
FBtr0077401	1011	833.383	8	1.49759
FBtr0300280	1584	1406.38	1	0.110929
FBtr0346378	3461	3283.38	0	0
FBtr0074809	2896	2718.38	446.052	25.5989
FBtr0335137	3353	3175.38	6.94832	0.341375
FBtr0346141	373	195.41	3.87025	3.08987
FBtr0085611	272	94.4297	11.1297	18.3876
FBtr0074029	585	407.383	0	0
FBtr0075388	1505	1327.38	0	0
FBtr0343534	2295	2117.38	2	0.147359
FBtr0086001	1762	1584.38	2	0.196932
FBtr0321315	1239	1061.38	0	0
FBtr0333037	2846	2668.38	24.4806	1.43127
FBtr0075724	2737	2559.38	86.2633	5.25821
FBtr0075723	2084	1906.38	6.25616	0.511971
FBtr0342770	3744	3566.38	0.0416982	0.00182405
FBtr0070420	3766	3588.38	2418.96	105.166
FBtr0342771	3838	3660.38	0	0
FBtr0333323	2883	2705.38	2.04455e-06	1.17901e-07
FBtr0333322	2930	2752.38	32.2251	1.82655
FBtr0074137	2347	2169.38	0.00225416	0.000162105
FBtr0074135	2386	2208.38	792.773	56.0044
FBtr0308136	1697	1519.38	0	0
FBtr0080237	698	520.383	0	0
FBtr0300638	3446	3268.38	0.666667	0.0318217
FBtr0073729	466	288.383	85.8462	46.4407
FBtr0084836	743	565.383	80	22.0747
FBtr0082430	1248	1070.38	9.33088	1.35997
FBtr0335211	1142	964.383	110.669	17.9029
FBtr0076857	1307	1129.38	2	0.276272
FBtr0300424	902	724.383	6	1.2922
FBtr0083860	1793	1615.38	22.1449	2.13868
FBtr0302327	1744	1566.38	1297.61	129.239
FBtr0083861	1877	1699.38	173.245	15.9044
FBtr0083086	1479	1301.38	138.106	16.556
FBtr0334589	2552	2374.38	45.4187	2.98422
FBtr0091874	595	417.383	1.88338	0.703963
FBtr0073935	992	814.383	0	0
FBtr0073300	818	640.383	0	0
FBtr0073299	2460	2282.38	0	0
FBtr0088841	1522	1344.38	36.861	4.27752
FBtr0088842	1468	1290.38	465.716	56.3054
FBtr0345599	2094	1916.38	0	0
FBtr0070422	1749	1571.38	4	0.397123
FBtr0342772	681	503.383	0	0
FBtr0070421	1547	1369.38	1	0.113926
FBtr0333023	2495	2317.38	0	0
FBtr0075579	1678	1500.38	2	0.207958
FBtr0072248	2815	2637.38	0	0
FBtr0345620	2931	2753.38	0	0
FBtr0072247	2800	2622.38	0	0
FBtr0072253	1306	1128.38	0	0
FBtr0343432	1090	912.383	173	29.5812
FBtr0073127	1478	1300.38	0.00177248	0.000212646
FBtr0073128	1471	1293.38	1.99823	0.241027
FBtr0079458	1541	1363.38	0	0
FBtr0079460	1595	1417.38	9.74856	1.073
FBtr0079462	1526	1348.38	0	0
FBtr0079461	1505	1327.38	0	0
FBtr0079459	1585	1407.38	3.25144	0.360422
FBtr0081997	1156	978.383	287.108	45.7808
FBtr0081996	1257	1079.38	27.166	3.92643
FBtr0336761	1233	1055.38	91.7261	13.5591
FBtr0336637	3026	2848.38	0	0
FBtr0300693	1964	1786.38	0	0
FBtr0336636	3290	3112.38	3.52279	0.17658
FBtr0071797	3770	3592.38	0	0
FBtr0336638	1523	1345.38	1.47721	0.171295
FBtr0087382	5033	4855.38	887.144	28.5048
FBtr0339998	5235	5057.38	25.0366	0.772318
FBtr0301478	2790	2612.38	541.736	32.3518
FBtr0089521	2653	2475.38	45.6984	2.88009
FBtr0306351	2221	2043.38	8.0658	0.615808
FBtr0306350	2503	2325.38	25.1855	1.68968
FBtr0330046	2653	2475.38	45.6984	2.88009
FBtr0301477	4782	4604.38	42.6158	1.44393
FBtr0300224	1562	1384.38	0	0
FBtr0114515	1508	1330.38	0	0
FBtr0087406	329	151.43	0	0
FBtr0072888	2130	1952.38	0	0
FBtr0085859	1170	992.383	0	0
FBtr0334894	6412	6234.38	2101.35	52.584
FBtr0084460	6624	6446.38	182.445	4.41533
FBtr0304567	3987	3809.38	330.201	13.5229
FBtr0070907	2510	2332.38	2252	150.632
FBtr0070906	2636	2458.38	0	0
FBtr0305911	1961	1783.38	72.8986	6.37708
FBtr0289953	2161	1983.38	111.548	8.77409
FBtr0305910	2015	1837.38	53.5536	4.54712
FBtr0088312	1656	1478.38	3.46815	0.365981
FBtr0088313	2297	2119.38	9.32306	0.686273
FBtr0088311	2351	2173.38	0	0
FBtr0304592	2591	2413.38	8.20879	0.53064
FBtr0088882	1935	1757.38	920	81.6712
FBtr0079894	2382	2204.38	359.65	25.4531
FBtr0331635	2356	2178.38	59.1924	4.23915
FBtr0345615	2623	2445.38	60.9025	3.8854
FBtr0071338	3399	3221.38	4649	225.146
FBtr0334508	4486	4308.38	0	0
FBtr0085746	3506	3328.38	1	0.0468721
FBtr0085085	1541	1363.38	346.669	39.6684
FBtr0085084	2075	1897.38	4.33116	0.35612
FBtr0079304	905	727.383	0	0
FBtr0079732	925	747.383	0	0
FBtr0071108	3145	2967.38	0	0
FBtr0340139	3231	3053.38	0	0
FBtr0071107	3426	3248.38	1071.22	51.4471
FBtr0340138	4238	4060.38	61.7763	2.37357
FBtr0309839	4403	4225.38	0	0
FBtr0309836	4378	4200.38	0	0
FBtr0309837	3952	3774.38	139.557	5.76835
FBtr0073144	4107	3929.38	4491.21	178.315
FBtr0309838	4006	3828.38	44.2302	1.8024
FBtr0075152	2917	2739.38	522.73	29.7695
FBtr0300092	607	429.383	0	0
FBtr0073892	1096	918.383	0	0
FBtr0343143	1534	1356.38	0	0
FBtr0332630	1663	1485.38	41.1142	4.31818
FBtr0332631	1364	1186.38	419.378	55.1478
FBtr0332632	5997	5819.38	420.784	11.2805
FBtr0301268	1587	1409.38	6	0.664155
FBtr0085909	2020	1842.38	5	0.423387
FBtr0080763	2304	2126.38	281	20.6164
FBtr0086733	1297	1119.38	206	28.7102
FBtr0087262	852	674.383	588	136.025
FBtr0303232	702	524.383	5	1.48754
FBtr0344155	6716	6538.38	311.352	7.42896
FBtr0070316	6065	5887.38	1270.65	33.6706
FBtr0344279	6745	6567.38	2	0.04751
FBtr0076133	3030	2852.38	0	0
FBtr0082259	2901	2723.38	833	47.7182
FBtr0079708	1718	1540.38	355.154	35.9696
FBtr0330181	847	669.383	0	0
FBtr0074894	650	472.383	315	104.031
FBtr0082726	2913	2735.38	56.275	3.20956
FBtr0331429	2603	2425.38	0	0
FBtr0331428	2948	2770.38	111.02	6.25183
FBtr0082727	2606	2428.38	62.7	4.02808
FBtr0301219	3098	2920.38	86.0053	4.59444
FBtr0088166	1239	1061.38	0	0
FBtr0310646	1830	1652.38	13.0102	1.22835
FBtr0073730	1370	1192.38	1439.99	188.404
FBtr0079724	633	455.383	36.2626	12.4231
FBtr0346454	899	721.383	8.1359	1.75949
FBtr0100541	611	433.383	17729.6	6382.26
FBtr0343865	1567	1389.38	0	0
FBtr0079324	1294	1116.38	0	0
FBtr0079598	1156	978.383	306.217	48.8278
FBtr0081220	1093	915.383	3.05765e-05	5.21114e-06
FBtr0300823	1159	981.383	14.1078	2.24269
FBtr0081221	1054	876.383	94.1015	16.7514
FBtr0310645	979	801.383	93.977	18.2948
FBtr0081219	1084	906.383	11.8137	2.0334
FBtr0075314	465	287.383	124	67.3144
FBtr0070136	2103	1925.38	222	17.988
FBtr0070137	2193	2015.38	0	0
FBtr0070135	2124	1946.38	0.000163084	1.30716e-05
FBtr0076688	2391	2213.38	399.847	28.1828
FBtr0346546	2609	2431.38	11.1531	0.715634
FBtr0302935	3103	2925.38	213.103	11.3646
FBtr0082329	3115	2937.38	148.897	7.90813
FBtr0344017	5279	5101.38	0	0
FBtr0091678	6366	6188.38	367.655	9.26854
FBtr0344016	5395	5217.38	28.1217	0.840884
FBtr0342985	4422	4244.38	213.025	7.83002
FBtr0071815	4360	4182.38	654.774	24.4239
FBtr0071816	4190	4012.38	0	0
FBtr0071813	4216	4038.38	8544.45	330.084
FBtr0342986	4124	3946.38	9.6393	0.38106
FBtr0071814	4255	4077.38	120.086	4.59472
FBtr0083049	682	504.383	207	64.0261
FBtr0079593	751	573.383	12.8729	3.50252
FBtr0332415	1011	833.383	33.614	6.2925
FBtr0345640	3934	3756.38	25.0426	1.04006
FBtr0077562	3784	3606.38	1527.96	66.0978
FBtr0085387	5031	4853.38	229.006	7.36123
FBtr0085386	4880	4702.38	354.994	11.7774
FBtr0085614	355	177.43	13.3122	11.705
FBtr0303924	5093	4915.38	6	0.190433
FBtr0303923	5120	4942.38	0	0
FBtr0300811	4420	4242.38	486	17.872
FBtr0340626	2866	2688.38	0	0
FBtr0340627	2995	2817.38	0	0
FBtr0340628	2870	2692.38	0	0
FBtr0087784	1976	1798.38	2171.72	188.395
FBtr0332882	2246	2068.38	0	0
FBtr0339391	1899	1721.38	270.279	24.4952
FBtr0084095	7188	7010.38	54.7067	1.21744
FBtr0343807	7002	6824.38	0	0
FBtr0343805	4551	4373.38	269.304	9.60667
FBtr0343806	4719	4541.38	504.989	17.3477
FBtr0086801	711	533.383	6	1.75493
FBtr0344145	6340	6162.38	0	0
FBtr0100454	3868	3690.38	0	0
FBtr0082255	6557	6379.38	0	0
FBtr0082256	4226	4048.38	1	0.0385359
FBtr0100455	2462	2284.38	0	0
FBtr0088783	1907	1729.38	549	49.5255
FBtr0301333	1977	1799.38	0.102242	0.0088645
FBtr0332689	1974	1796.38	0.897758	0.0779665
FBtr0086107	5316	5138.38	1772	53.8003
FBtr0072159	694	516.383	5	1.51059
FBtr0076218	2574	2396.38	106.538	6.9358
FBtr0076219	2478	2300.38	590.462	40.0442
FBtr0113346	1241	1063.38	0	0
FBtr0100083	570	392.383	0	0
FBtr0079765	644	466.383	0	0
FBtr0071734	1182	1004.38	0	0
FBtr0071191	1056	878.383	67.3619	11.964
FBtr0345988	1286	1108.38	9.63811	1.35659
FBtr0071902	1064	886.383	10.4592	1.84088
FBtr0332909	904	726.383	229.541	49.2994
FBtr0078892	1301	1123.38	3386	470.226
FBtr0073061	323	145.43	0	0
FBtr0081973	1959	1781.38	0	0
FBtr0333190	1343	1165.38	1	0.133869
FBtr0072990	764	586.383	133	35.3849
FBtr0076205	2178	2000.38	8.98918	0.701059
FBtr0076204	2232	2054.38	156.011	11.8473
FBtr0081487	2064	1886.38	435.831	36.0442
FBtr0331678	2435	2257.38	12.1692	0.841015
FBtr0086674	751	573.383	765	208.144
FBtr0113686	2779	2601.38	27	1.61922
FBtr0113685	2706	2528.38	0	0
FBtr0072069	2783	2605.38	20.8481	1.24836
FBtr0072067	2762	2584.38	16.465	0.993923
FBtr0072070	2827	2649.38	279.181	16.4395
FBtr0332926	2655	2477.38	40.6324	2.55874
FBtr0072068	2775	2597.38	59.7194	3.58696
FBtr0072066	2608	2430.38	0.154422	0.00991249
FBtr0087059	1547	1369.38	972	110.736
FBtr0074966	4094	3916.38	398.081	15.8575
FBtr0333896	4347	4169.38	65.9191	2.46653
FBtr0302288	1725	1547.38	0	0
FBtr0086613	5546	5368.38	26	0.755575
FBtr0091795	4018	3840.38	7.09878	0.288374
FBtr0300891	3895	3717.38	0.421704	0.0176977
FBtr0091794	5531	5353.38	1.73267	0.0504936
FBtr0091793	5663	5485.38	1.45958	0.0415115
FBtr0300892	5540	5362.38	0.194486	0.00565821
FBtr0091792	3886	3708.38	9.90052	0.416506
FBtr0301734	675	497.383	72	22.5834
FBtr0342889	1080	902.383	24.0342	4.15514
FBtr0071618	1141	963.383	78.9658	12.7876
FBtr0344856	10063	9885.38	0	0
FBtr0329838	8191	8013.38	10.6036	0.206436
FBtr0329840	7444	7266.38	0	0
FBtr0332236	5661	5483.38	23.7549	0.675852
FBtr0329844	5383	5205.38	152.683	4.57599
FBtr0329839	5484	5306.38	52.5384	1.54464
FBtr0329842	8096	7918.38	0	0
